Directorio	Secuencia_p	Orden	Hogar	Regis	Area	P6440	P6450	P6460	P6460s1	P6400	P6422	P6424s2	P6424s3	P6424s1	P6426	P6430s1	P6480	P6480s1	P6500	P6510	P6510s1	P6510s2	P6590	P6590s1	P6600	P6600s1	P6610	P6610s1	P6620	P6620s1	P6585s2a1	P6585s3a1	P6585s4a1	P6585s3a2	P6585s2a2	P6585s1a2	P6585s2	P6585s3	P6585s1a1	P6585s4	P6585s1	P6580	P6580s1	P6580s2	P6630s3	P6630s4a1	P6630s3a1	P6630s2a1	P6630s1a1	P6630s4	P6630s2	P6630s1	P6640	P6765	P6765s1	P6772	P6750	P6760	P550	P6780	P6780s1	P6790	P6410	P6640s1	P9440	P6630s6	P6630s6a1	P6410s1	P6545s1	P6545	P6545s2	P6585s4a2	P6773s1	P6775	P6772s1	P388	P6800	P6810	P6810s1	P6850	P6830	P6830s1	P6870	P6880	P6880s1	P6920	P6930	P6940	P6960	P6980	P6980s1	P6980s2	P6980s3	P6980s4	P6980s5	P6980s6	P6980s7	P6980s8	P6980s7a1	P6990	P7020	P7026	P7028	P7028s1	P7040	P7045	P7050	P7050s1	P7070	P760	P9450	P6915s1	P6915	P7075	P7077	P390	P7090	P7100	P7110	P7120	P7130	P7140	P7140s1	P7140s2	P7140s3	P7140s4	P7140s5	P7140s6	P7140s7	P7140s8	P7140s9	P7140s9a1	P7150	P7160	P7170s1	P7170s5	P7170s6	P7180	P7240	P7240s1	P514	P515	Oficio	Rama2d	Oci	P6430	Rama4d	Rama4dp8	Rama2dp8	Inglabo	Mes	Dpto	Fex_c_2011
3905974	1	1	1	60	76	1	1			1	1	2	2	2	7																																							3			1400000	1		2		10												3		76	48		.	48			8	7		1	1	2	15	1	1		1							1	1	3	4		2					2	2		1				2				2														1	1	1	2	2		2	1	81	36	1	4	3611			1400000	01	76	1162.98565616955
3905974	1	2	1	60	76	2									144																																							7		2	650000	1		3		12												2		76	50		.	50			2	3		2				1								1		2	2				2						2	INGRESOS DEL TRABAJO	12				2				2														1	1	1	1	3		1	1	53	55	1	5	5529			650000	01	76	1162.98565616955
3905975	1	1	1	60	76	2									36																																							6			300000	1		3		12												3		76	35	2		35			1	6		2				1								1		2	1	72	1		2					2	2		2				2				2														1	2	1	2	8		1	1	45	52	1	4	5262			300000	01	76	1103.44606869084
3905976	1	1	1	60	76	1	2	1		1	1	2	1	1	246		2		1200000	2			2		2		2		2			21000		2			2	1		2	2	2			1		500000		98	2	2	1	2		.						.	12			2	2				2						76	48		.	0	1		9	7		1	1	1	2	1	1									1	1	5	1		2					18	1		1				1	5	2	2	2														1	1	1	2	5		1	1	39	52	1	1	5211			1200000	01	76	1072.3665847731
3905977	1	1	1	60	76	1	2	1		1	1	2	1	1	156		7	LE OFREECIERON EL TRABAJO	1800000	2			2		2		2		2								2	2		2	2	2			2				180000	2	2	1	2		.						.	12			2	2				2						76	60		.	0	3		9	7		1	2	1	27	1	1									1	1	324	1		2					0	1		1				1	20	2	2	1	1	2	1	2	2	2	2	2	2	2		2	1	1	1	1	2	1		1	1	11	51	1	1	5161			1800000	01	76	836.482737385909
3905979	1	1	1	60	76	1	2	1		1	1	2	1	1	36		7	LE OFRECIERON EL EMPLEO	4500000	2			2		2		2		2								2	2		2	2	2			2				5000000	2	2	1	2		.						.	12			2	2				2						76	40		.	0	3		7	7		3														1	1	24	1		2					0	1		1				2				2														1	1	1	2	1		1	1	21	91	1	1	9199			4500000	01	76	862.167497253274
3905982	1	1	1	60	76	2									18																																							4			5000000	1		3		12												3		76	8	2		0	7	QUERIA DESCANSAR	1	1		1	1	2	8	1								1		2	1	12	1		1	1	5		0	0	2		1	2	1	76	1	40	2	1	2														1	1	1	1	6		1	1	39	52	1	4	5231			5000000	01	76	1196.5413257316
3905982	1	2	1	60	76	1	2	1		1	1	1	1	1	48		1		4200000	2			2		2		2		2								2	2		2	2	2			2			4000000	4000000	2	1	1	2		.						.	12			2	2				2						76	40		.	40			9	7		1	1	1	8	1				1						1	1	5	1		1	0	4		0	0	1		6	1	1	76	1	5	2	1	2														1	1	1	2	3		1	1	30	91	1	1	9111			4200000	01	76	1196.5413257316
3906006	1	4	1	60	66	1	2	1		1	1	1	1	1	228		5		4500000	2			2		2		2		2								2	2		2	2	2			1		2200000	4000000	2250000	2	1	1	2		.						.	12			2	2				2						66	42		.	42			9	7		1	2	1	19	1	1									1	2				2						2		1				2				2														1	1	1	2	1		1	1	06	85	1	2	8511			4500000	01	66	223.539711241814
3906007	1	1	1	60	66	1	1			1	1	2	2	2	1		1		120000	2			1	40000	2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	5			2	2				2						66	9	1		9			4	7		2				1								1		2	1	71	1		2					7	2		2				1	48	1	1	1	1	2	1	2	2	2	2	2	1	2		1	1	2	2	2	2	3		2	1	53	55	1	1	5521			160000	01	66	252.655579814427
3906007	1	2	1	60	66	2									48																																							7		1	800000	1		3		12											2015	2	1	66	72		.	72			1	1		2				1								1		2	1	2	1		2					2	2		2				2				2														1	1	1	2	5		1	1	57	93	1	4	9302			800000	01	66	252.655579814427
3906008	1	1	1	60	66	1	2	1		1	1	1	1	1	252		1		644350	2			2		2		2		2		74000				1		1	2		2	2	2			2			322000	322000	2	1	1	2		.						.	12			2	2				2						66	48		.	15	3		6	5		1	2	1	21	1	1									1	2				2						1		1				2				2														1	1	1	2	5		1	1	37	80	1	1	8043			644350	01	66	281.549902908094
3906008	1	2	1	60	66	2									12																																							6			50000	1		3		12												3		66	12	1		0	6		1	2		2				1								1		2	1	21	1		2					12	2		2				1	18	2	1	2														1	1	1	2	3		1	1	55	74	1	4	7493			50000	01	66	281.549902908094
3906009	1	2	1	60	66	2									240																																							1			6000000	1		3		12												3		11	40		.	0	3		1	7		2				1				1						2	1	48	2		2					0	2		1				2				2														1	1	1	2	2		1	1	12	74	1	4	7411			6000000	01	66	241.348226085779
3906011	1	1	1	60	66	1	2	1		1	1	1	1	1	120		2		644350	1	60000	2	2		2		2		2		74000				2		1	2		2	2	2			2			322175	322175	2	1	1	2		.						.	12			2	2				2						66	48		.	48			9	7		1	1	1	31	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	1		1	1	93	55	1	1	5511			644350	01	66	390.79145868966
3906012	1	3	1	60	66	1	2	1		1	1	1	1	1	216		1		3000000	2			2		2		2		2								2	2		2	2	2			2			1500000	1500000	2	1	1	2		.						.	12			2	2				2						66	50		.	0	3		8	7		1	1	1	18	1	1									1	1	12	1		2					6	1		1				2				2														1	2	1	2	1		1	1	21	74	1	1	7491			3000000	01	66	173.847223966945
3906013	1	1	1	60	66	1	2	1		1	1	1	1	1	48		1		1800000	2			2		2		2		2								2	2		2	2	2			2			900000	900000	2	1	1	2		.						.	12			2	2				2						66	45		.	45			9	7		1	2	1	20	1	1		1							1	1	120	4		1	10	4		600000	0	1		1	1	2	66	2				2														1	1	1	1	5		1	1	55	75	1	2	7513			2400000	01	66	252.539940837668
3906013	1	2	1	60	66	2									120																																							5			500000	1		3		12												3		66	42		.	36	2		1	2		2				1								1		2	1	72	1		2					0	2		3				1	36	2	1	2														1	2	1	2	3		1	1	45	52	1	4	5261			500000	01	66	252.539940837668
3906014	1	1	1	60	66	1	2	1		1	1	1	1	1	108		1		2000000	2			2		2		2		2								2	2		2	2	2			2			1000000	1000000	2	1	1	2		.						.	12			2	2				2						66	40		.	40			9	7		1	1	1	21	1	1									1	1	36	1		2					12	1		1				2				2														1	1	1	2	1		1	1	33	75	1	2	7513			2000000	01	66	231.857415633224
3906015	1	3	1	60	66	1	2	1		1	1	1	1	1	72		2		3700000	2			2		2		2		2								2	2		2	2	2			1		1900000	1900000	19000000	2	1	1	2		.						.	12			2	2				2						66	40		.	40			9	7		1	2	1	30	1	1									1	1	7	2		2					0	1		1				2				2														1	1	1	1	8		1	1	12	75	1	2	7513			3700000	01	66	202.85718603737
3906016	1	2	1	60	66	1	2	1		1	1	1	1	1	180		5		1800000	2			2		2		2		2								2	2		2	2	2			1		900000	1800000	900000	2	1	1	2		.						.	12			2	2				2						66	40		.	0	3		9	7		1	3	1	15	1	1									1	2				2						1		1				2				2														1	1	1	1	3		1	1	13	80	1	2	8043			1800000	01	66	331.821456034711
3906017	1	1	1	60	66	1	2	1		1	1	1	1	1	504		1		2954000	2			2		2		2		2								2	2		2	2	2			1		1477000	2954000	1477000	2	1	1	2		.						.	12			2	2				2						66	40		.	0	3		9	7		3														2	2				2						2		1				2				2														1	1	1	2	5		1	1	13	80	1	2	8043			2954000	01	66	249.869493075093
3906018	1	1	1	60	66	1	2	1		1	1	1	1	1	36		1		3000000	2			2		2		2		2								2	2		2	2	2			2			1500000	1500000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			9	5		1	2	1	20	1	1									1	1	180	1		2					0	1		1				2				2														1	1	1	2	8		1	1	45	50	1	1	5040			3000000	01	66	244.443781925205
3906020	1	1	1	60	66	1	1			1	1	2	2	2	24		1		500000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	12			2	2				2						66	40		.	0	6		3	7		2				1								1		2	1	240	4		1	6	4		300000	0	2		2	1	6	66	1	20	1	1	1	1	2	1	2	2	2	2	2	2	1	TENRER PRESTACIONES	1	1	2	2	2	2	2		1	1	45	52	1	1	5233			800000	01	66	320.040942956503
3906021	1	1	1	60	66	2									3																																							6			400000	1		3		3												3		66	40		.	40			1	6		2				1								1		2	1	5	1		2					48	2		11				1	20	2	1	1	1	2	1	2	2	2	2	2	2	2		2	1	2	2	2	2	8		1	1	53	55	1	4	5529			400000	01	66	241.348226085779
3906022	1	1	1	60	66	1	2	1		1	1	1	1	1	72		1		644350	2			2		2		2		2		74000	24000		2	2		1	1		2	2	2			2			330000	330000	2	1	1	2		.						.	12			2	2				2						66	48		.	48			4	7		1	1	1	15	1	1									1	1	12	1		2					2	1		1				2				2														1	1	1	2	3		1	1	40	52	1	1	5211			644350	01	66	182.368490956258
3906022	1	2	1	60	66	2									180																																							1			800000	1		3		12												3		66	48		.	8	6		1	1		1	1	2	12	1		1								1	1	48	2		2					24	2		1				2				2														1	1	1	2	3		1	1	11	74	1	4	7412			800000	01	66	182.368490956258
3906023	1	1	1	60	66	1	1			1	1	2	2	2	24		1		900000	2			2		2		2		2								2	2		2	2	2			2	500000				1	2	2	2		.						.	12			2	2				2						66	77		.	77			3	7		2				1								1		2	1	60	1		2					0	2		2				2				1	1	1	1	1	2	2	2	2	2	2		2	1	1	2	2	2	3		1	1	45	52	1	1	5211			900000	01	66	223.529978767242
3906023	1	2	1	60	66	2									120																																							6			120000	1		3		12												3		66	50		.	50			1	1		2				1								1		2	1	144	3		2					0	2		2				2				2														1	1	1	2	3		1	1	77	55	1	4	5529			120000	01	66	223.529978767242
3906026	1	1	1	60	66	2									18																																							7		1	1900000	1		3		12												2	2	66	48		.	40	6		2	1		2				1								1		2	1	62	1		2					0	2		1				1	24	1	1	2														1	1	2	2	2		1	1	77	15	1	4	1551			1900000	01	66	252.539940837668
3906026	1	2	1	60	66	2									18																																								.						.	12														66	24	1		16	6		2	1		2				1			1							2	1	48	1		2					0	2		3				1	24	2	2	2														1	1	2	2	3		1	1	77	15	1	6	1551				01	66	252.539940837668
3906027	1	1	1	60	66	1	2	1		1	1	1	1	1	12		2		2500000	2			2		2		2		2		74000	24700		2	1		1	1		2	2	1	1000000	1	2	100000		750000	750000	1	1	1	2		.						.	12			2	2				2						66	48		.	0	3		9	5		1	1	1	10	1	1									1	1	24	1		1	8	4		120000	0	1		1	1	1	66	2				2														1	1	1	2	3		1	1	44	74	1	1	7430			2620000	01	66	389.83164770099
3906028	1	1	1	60	66	2									48																																							7		1	1500000	1		3		12											2015	1	1	66	40		.	0	1		2	7		3														2	1	348	1		2					0	2		1				2				2														1	1	1	2	10	DE LA PENSION	1	1	41	52	1	5	5241			1500000	01	66	241.348226085779
3906028	1	2	1	60	66	2									204																																							7		1	1000000	1		3		12											2015	1	1	66	40		.	30	1		2	7		2				1								1		2	1	36	1		2					0	2		1				2				2														1	1	1	2	3		1	1	21	36	1	5	3699			1000000	01	66	241.348226085779
3906072	1	1	1	60	17	1	2	1		1	1	2	1	1	204		4		644350	2			2		2		2		2		73944				2		1	2		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						17	54		.	0	3		4	4		1	2	1	17	1	1									1	1	12	1		2					48	1		1				1	15	2	1	1	1	1	1	2	2	2	2	1	1	2		1	1	2	2	1	2	2		1	1	37	66	1	1	6601			644350	01	17	101.179178267352
3906072	1	2	1	60	17	1	2	2	12	1	1	2	1	2	12		2		750000	2			2		2		2		2		73944	25000		2	2		1	1		2	2	2			2				680000	2	2	1	2		.						.	12			2	2				2						17	50		.	0	3		7	7		1	1	1	14	1	1									1	1	36	1		2					1	1		1				2				2														1	2	2	2	8		1	1	13	80	1	1	8011			750000	01	17	101.179178267352
3906072	1	3	1	60	17	1	2	1		2	1	2	1	2	6		2		1200000	1	200000	1	2		2		2		2		73944				2		1	2		2	2	2			2				380000	2	2	1	2		.						.	6	1		2	2				2						17	48		.	48			9	7		1	2	1	0	1	1									1	2				2						1		1				1	24	2	1	2														1	1	1	2	3		1	1	59	85	1	1	8511	7491	74	1200000	01	17	101.179178267352
3906072	2	1	2	60	17	1	2	2	6	1	2	2	1	1	96		2		644350	1	70000	2	2		2		1	70000	2								2	2		2	2	2			2				750000	2	2	1	1									12		24	2	2				2						17	48		.	72			9	7		1	1	1	16	1	1									1	1	12	1		2					0	1		1				2				2														1	1	2	2	8		1	1	79	18	1	1	1810			644350	01	17	101.179178267352
3906072	2	2	2	60	17	1	2	1		1	1	2	1	1	11		2		800000	1	150000	1	2		2		2		2		73944				2		1	2		2	2	2			2				823000	2	2	1	2		.						.	12			2	2				2						17	50		.	50			9	7		1	2	1	15	1	1									1	1	4	1		2					0	1		1				2				1	1	1	1	1	2	2	1	1	1	2		2	1	2	1	2	2	8		1	1	79	18	1	1	1810			800000	01	17	101.179178267352
3906073	1	1	1	60	17	1	1			1	1	2	1	1	96		1		1200000	2			1	300000	2		2		2								2	2		2	2	2			2				1200000	2	2	1	2		.						.	12			2	2				2						11	48		.	0	3		3	4		2				1								1		2	1	84	4		2					0	2		1				2				1	1	1	1	2	2	2	1	1	2	2		2	1	2	2	1	2	3		1	1	98	95	1	3	9500			1500000	01	17	261.552983251134
3906073	1	2	1	60	17	1	2	1		1	1	2	1	1	7		2		750000	2			2		2		2		2		73944	50000		2	1		1	1		2	2	2			2				310000	2	2	1	2		.						.	11			2	2				2						17	40		.	36	1		8	7		1	1	1	15	1	1									1	1	14	1		2					1	1		1				2				2														1	1	1	2	8		1	1	32	70	1	1	7010			750000	01	17	261.552983251134
3906074	1	1	1	60	17	2									276																																							6			1200000	1		3		12												2		17	72		.	72			1	4		2				1								1		2	1	84	1		2					24	2		1				1	20	2	1	2														1	1	1	2	8		1	1	98	60	1	4	6031			1200000	01	17	172.02300291002
3906075	1	1	1	60	17	1	1			1	2	2	2	2	240																																							6			400000	1		3		12												2		17	72		.	72			1	4		2				1								1		2	1	144	1		2					6	2		2				2				2														1	2	1	2	8		2	1	98	60	1	4	6031			400000	01	17	172.02300291002
3906076	1	1	1	60	17	1	2	1		1	1	1	1	1	210		1		2866699	2			2		2		2		2								2	2		2	2	2			1		1503669	3132644	1300000	2	1	1	2		.						.	12			2	2				2						17	30	3	ES DOCENTE	0	3		9	7		1	3	1	20	1	1									1	1	6	1		2					6	1		1				2				2														1	1	1	1	8		1	1	13	80	1	2	8043			2866699	01	17	223.204426911246
3906077	1	1	1	60	17	1	2	2	6	2	1	2	1	1	2		3		644350	2			2		2		2		2		73944	25000		2	2		1	1		2	2	2			2					2	2	2	2		.						.	12	1		2	2				2						17	48		.	24	7	FERIAS	9	7		1	1	1	8	1	1									1	1	6	1		2					0	1		1				2				2														1	1	1	2	3		1	1	45	15	1	1	1551	7491	74	644350	01	17	155.427701203981
3906079	1	1	1	60	17	1	2	2	12	1	2	2	1	1	214		1		1500000	2			2		2		2		2								2	2		2	2	2			2				1500000	2	2	1	2		.						.	12			2	2				2						17	48		.	48			9	7		1	2	1	20	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	8		1	1	16	28	1	1	2893			1500000	01	17	164.782503539598
3906080	1	1	1	60	17	2									240																																							6			600000	1		3		12												2		17	48		.	20	6		1	5		1	4	2	15	1	1									2	1	120	4		2					0	2		1				2				2														1	2	1	2	8		1	1	03	45	1	4	4542			600000	01	17	119.663185404824
3906082	1	1	1	60	17	1	2	2	6	1	1	2	1	1	12		1		1020000	2			2		2		2		2		73944	25000		2	2		1	1		2	2	2			2				950000	2	2	1	2		.						.	12			2	2				2						17	48		.	0	3		9	7		1	2	1	2	1	1									1	1	11	1		2					3	1		1				2				2														1	1	1	2	8		1	1	34	74	1	1	7499			1020000	01	17	238.631731045473
3906083	1	1	1	60	17	2									18																																							1			3000000	1		3		12												2		17	30	2		0	6		1	5		2				1			1							1	1	120	1		2					0	2		1				2				2														1	1	1	2	2		2	1	02	74	1	4	7421			3000000	01	17	172.02300291002
3906084	1	1	1	60	17	2									300																																							6			3000000	1		3		12												1		17	40		.	20	6		5	9		1	2	2	20	1	1									2	1	18	1		2					0	2		1				2				2														1	1	1	2	10	ARRIENDOS	1	1	02	45	1	5	4521			3000000	01	17	196.832960547116
3906085	1	1	1	60	17	1	2	1		1	1	1	1	1	300		1		2800000	2			2		2		2		2								2	2		2	2	2			2			2800000	900000	2	1	1	2		.						.	12			2	2				2						17	25	3	ES DOCENTE	0	3		9	7		1	3	1	25	1	1									1	1	60	4		2					0	1		1				2				2														1	1	1	1	8		1	1	13	80	1	2	8043			2800000	01	17	189.512382314498
3906087	1	1	1	60	17	1	2	2	12	1	1	2	1	2	24		1		644350	2			2		2		2		2		73944	25000		2	2		1	1		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						17	48		.	48			9	7		1	2	1	10	1	1									1	1	60	4		2					0	1		1				2				1	1	1	1	2	2	2	1	1	2	2		1	1	2	1	1	2	8		2	2	45	36	1	1	3611			644350	01	17	166.032752814369
3906088	1	1	1	60	17	1	2	1		1	1	2	1	2	153		1		644350	2			2		2		2		2		73944				2		1	2		2	2	1	985000	2	2				644350	2	2	1	2		.						.	12			2	2				2						17	48		.	48			9	7		1	1	1	17	1	1									1	1	84	1		2					3	1		1				2				2														1	1	1	2	5		1	1	44	93	1	1	9303			644350	01	17	155.427701203981
3906089	1	1	1	60	17	1	2	2	12	1	1	2	1	2	72		2		3600000	2			2		2		2		2								2	2		2	2	2			2			750000	3600000	2	1	1	2		.						.	12			2	2				2						17	48		.	48			9	8		1	1	1	20	1	1									1	1	72	2		2					0	1		1				2				2														1	1	1	1	1		1	1	06	01	1	1	0123			3600000	01	17	158.24807297597
3906089	1	2	1	60	17	1	2	2	12	1	1	2	1	2	15		1		1200000	2			2		2		2		2		73944				1		1	2		2	2	2			2				1200000	2	2	1	2		.						.	12			2	2				2						17	48		.	48			9	7		1	2	1	20	1	1									1	1	24	2		2					8	1		1				2				1	1	1	1	2	2	2	1	2	2	2		1	1	2	1	1	2	2		1	1	30	74	1	1	7499			1200000	01	17	158.24807297597
3906090	1	1	1	60	17	1	2	1		1	1	2	1	2	24		3		644350	2			2		2		2		2		73944				2		1	2		2	2	2			2				644350	2	2	1	2		.						.	12			1	2				2						17	48		.	48			9	7		1	1	1	2	1	1									1	2				2						1		1				2				1	1	1	1	2	1	1	1	1	2	2		1	1	2	1	2	2	3		2	1	38	74	1	1	7499			644350	01	17	147.323148143135
3906090	1	2	1	60	17	1	2	1		1	1	2	1	2	24		2		956000	2			2		2		2		2		73944				2		1	2		2	2	1	120000	2	2				956000	2	2	1	2		.						.	12			1	2				2						17	48		.	48			9	7		1	1	1	5	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	3		1	1	30	74	1	1	7499			956000	01	17	147.323148143135
3906091	1	1	1	60	17	2									216																																							7		1	3000000	1		3		12											2015	1	1	17	63		.	63			4	7		1	2	2	25	1	1		1	1						2	1	72	2		2					6	2		1				2				2														1	1	1	2	2		1	1	41	52	1	5	5211			3000000	01	17	196.832960547116
3906092	1	2	1	60	17	2									0																																							6			30000	1		1		2												2		17	24	2		24			1	1		2				1								1		2	1	1	1		2					0	2		3				2				2														1	1	1	2	8		1	1	57	93	1	4	9302			30000	01	17	238.701190281593
3906093	1	1	1	60	17	1	2	2	3	2	1	2	1	1	72		1		644350	2			2		2		2		2		73944	50000		2	2		1	1		2	2	2			2				644350	2	2	1	2		.						.	12	4		2	2		EMPRESA INTEGRAL DE SERVICIOS		2						17	55		.	55			9	7		1	2	1	6	1	1									1	1	24	3		2					12	1		1				2				1	1	1	1	1	2	2	2	2	2	2		2	1	1	1	1	2	3		1	1	55	15	1	1	1591	7493	74	644350	01	17	210.079537194713
3906094	1	1	1	60	17	1	2	1		2	1	2	1	1	6		2		644350	2			2		2		2		2		73944				2		1	2		2	2	1	28000	2	2				322000	2	2	1	1									6	1	1	1	2				2						17	48		.	49			9	7		1	1	1	0	1	1									1	2				2						1		1				2				1	1	1	1	1	1	2	2	2	2	2		2	1	1	1	2	2	2		2	2	38	74	1	1	7499	7491	74	644350	01	17	223.10051630855
3906095	1	1	1	60	17	1	2	2	4	2	1	2	1	1	60		1		900000	2			2		2		1	600000	2		73944	50000		2	2		1	1		2	2	2			2				860000	2	2	1	2		.						.	12	4		2	2		EMPRESA INMEL SAS		2						66	48		.	48			9	6		1	1	1	8	1	1									1	1	1	1		2					3	1		1				1	21	2	2	2														1	1	1	2	8		2	1	33	40	1	1	4010	4010	40	900000	01	17	225.610751931636
3906095	1	2	1	60	17	1	2	2	4	2	1	2	1	1	94		1		644350	2			2		2		2		2		73944	50000		2	2		1	1		2	2	2			2				644350	2	2	1	2		.						.	12	4		2	2		EMPRESA BIOSERVICIOS		2						17	48		.	35	1		8	7		1	1	1	7	1	1									1	1	12	3		2					7	1		1				2				2														1	1	1	2	1		2	1	55	75	1	1	7513	7493	74	644350	01	17	225.610751931636
3906096	1	2	1	60	17	1	1			1	1	2	2	2	0		1		200000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	7			2	2				2						17	77		.	77			2	3		2				1								1		2	1	6	1		2					5	2		2				2				1	1	1	1	1	1	2	2	2	2	2		1	1	1	1	2	2	8		2	2	45	36	1	1	3699			200000	01	17	143.576892502718
3906096	1	3	1	60	17	1	1			1	2	2	1	1	2		1		700000	1	200000	2	2		2		2		2		73944				2		1	2		2	2	2			2				300000	2	2	1	2		.						.	8			2	2				2						17	40		.	40			4	9		1	1	1	1	1	1									1	1	6	1		2					4	2		1				2				1	1	1	1	2	2	2	2	2	2	2		2	1	1	1	1	2	8		2	1	85	70	1	1	7010			700000	01	17	143.576892502718
3906097	1	1	1	60	17	2									336																																							7		1	1000000	1		3		12												2	2	17	40		.	40			1	7		1	2	2	25	1	1									2	2				2						2		1				2				2														1	1	1	2	5		1	1	03	33	1	4	3311			1000000	01	17	147.323148143135
3906098	1	2	1	60	17	2									12																																							6				1		3		12												2		17	50		.	50			1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		1	1	41	52	1	4	5211				01	17	156.597871616555
3906098	1	3	1	60	17	1	2	1		1	1	2	1	1	3		1		644350	1	500000	2	2		2		2		2		73944				2		1	2		2	2	2			2				200000	2	2	1	2		.						.	3			2	2				2						17	48		.	40	6		3	7		1	2	1	2	1								1		1	1	6	1		2					9	1		1				2				2														1	1	1	2	3		1	1	94	33	1	1	3311			644350	01	17	156.597871616555
3906100	1	1	1	60	17	1	2	1		1	1	2	1	1	5		1		400000	2			2		2		2		2		73944	25000		2	2		1	1		2	2	2			2				150000	2	2	1	2		.						.	12			2	2				2						17	28	2		0	3		9	7		1	2	1	0	1								1		1	1	12	1		1	10	1		100000	0	1		1	3	7	17	2				2														1	1	1	2	3		1	1	53	80	1	1	8043			500000	01	17	123.237507997026
3906100	1	2	1	60	17	1	2	1		2	1	2	1	1	6		1		840000	2			2		2		2		2								2	2		2	2	2			2				420000	2	2	1	2		.						.	12	4		2	2		EMPRESA ESTRUCTURAL		2						17	50		.	50			7	4		1	2	1	32	1	1									1	1	276	1		2					0	1		1				2				2														1	1	1	2	5		1	1	97	27	1	1	2731	4560	45	840000	01	17	123.237507997026
3906100	2	1	2	60	17	2									7																																							6			900000	1		3		12												2		17	60		.	60			1	2		2				1								1		2	1	6	1		2					0	2		3				2				1	1	1	1	2	2	2	2	1	2	2		2	1	1	1	1	2	3		2	1	95	45	1	4	4521			900000	01	17	123.237507997026
3906100	2	2	2	60	17	1	2	2	12	1	1	2	1	1	60		1		644350	2			2		2		2		2		73944				2		1	2		2	2	2			2				630175	2	2	1	2		.						.	12			2	2				2						17	48		.	0	3		5	5		1	1	1	10	1								1		1	1	60	3		2					2	1		1				2				2														1	1	1	2	5		1	1	37	74	1	1	7421			644350	01	17	123.237507997026
3906101	1	1	1	60	17	1	1			1	1	2	2	2	1		1		880000	2			2		2		2		2								2	2		2	2	2			2					2	2	2	2		.						.	6			2	2				2						17	60		.	60			2	7		2				1								1		2	1	3	1		2					0	2		3				2				2														1	1	1	2	3		2	2	97	20	1	1	2090			880000	01	17	203.545106631085
3906101	1	2	1	60	17	1	1			1	1	2	2	2	1		1		300000	2			2		2		2		1	35000							2	2		2	2	2			2					2	2	2	2		.						.	1			2	2				2						17	56		.	56			9	7		1	2	4	6	1	1									2	1	6	1		2					11	2		1				1	2	2	1	1	1	1	1	2	1	2	2	2	2	2		2	1	1	1	1	2	3		2	1	45	36	1	1	3699			300000	01	17	203.545106631085
3906102	1	1	1	60	17	1	2	2	12	1	1	2	1	1	9		1		800000	1	170000	1	2		2		2		2		73944				2		1	2		2	2	2			2				700000	2	2	1	2		.						.	12			2	2				2						17	60		.	60			7	9		1	2	1	25	1	1									1	1	36	1		2					0	1		1				2				2														1	1	1	2	3		1	1	95	45	1	1	4530			800000	01	17	208.151396535173
3906102	1	3	1	60	17	1	2	1		1	1	2	2	1	5		1		644350	2			2		2		2		2		73944				2		1	2		2	2	1	20000	2	2				260000	2	2	1	2		.						.	6			2	2				2						17	48		.	48			9	7		1	2	1	0	1	1									1	2				2						1		1				2				2														1	1	1	2	3		1	1	38	74	1	1	7499			644350	01	17	208.151396535173
3906103	1	1	1	60	17	1	2	1		1	1	2	1	2	252		1		644350	2			2		2		2		2		73944				2		1	2		2	2	2			2				644350	2	2	1	2		.						.	12			2	2				2						17	48		.	48			2	7		1	2	1	21	1	1									1	1	180	1		2					0	1		1				2				2														1	1	1	2	3		1	1	58	70	1	1	7020			644350	01	17	164.702424677401
3906104	1	1	1	60	17	1	1			1	1	2	1	1	12		1		780000	2			1	130000	2		2		2			50000		2			2	1		2	2	2			2				750000	2	2	1	2		.						.	12			2	2				2						17	40		.	48			2	4		1	1	3	22	1	1									1	1	24	1		2					0	1		1				2				2														1	1	1	2	3		1	1	98	95	1	3	9500			910000	01	17	150.143519915124
3906105	1	1	1	60	17	1	1			1	1	2	2	2	264		1		700000	1	100000	2	2		2		2		2			25000		2			2	1		2	2	2			2				1200000	2	2	1	2		.						.	12			2	2				2						17	48		.	48			2	7		1	2	1	22	1	1									1	1	48	1		2					0	1		1				2				2														1	1	1	2	3		1	1	84	50	1	1	5020			700000	01	17	175.707428372433
3906108	1	1	1	60	17	2									480																																							6			2500000	1		3		12												2		17	72		.	0	3		1	1		2				1								1		2	2				2						2		3				2				2														1	1	1	2	3		2	2	16	92	1	4	9214			2500000	01	17	141.54266839972
