Title,Year,Rating,Runtime,Genre,Critic.Score,Box.Office,Awards,International
The Killer Inside Me,2010,R,109,"Crime, Drama, Thriller",55,0.2,TRUE,TRUE
The Karate Kid,2010,PG,140,"Action, Drama, Family",66,176.6,TRUE,TRUE
The A-Team,2010,PG-13,117,"Action, Adventure, Comedy",47,77.2,TRUE,FALSE
Please Give,2010,R,90,"Comedy, Drama",86,4,TRUE,FALSE
Jonah Hex,2010,PG-13,81,"Action, Drama, Fantasy",12,10.5,TRUE,FALSE
Toy Story 3,2010,G,103,"Animation, Adventure, Comedy",99,415,TRUE,FALSE
Knight and Day,2010,PG-13,109,"Action, Comedy, Romance",52,76.4,FALSE,FALSE
Grown Ups,2010,PG-13,102,Comedy,10,162,TRUE,FALSE
The Twilight Saga: Eclipse,2010,PG-13,124,"Adventure, Drama, Fantasy",49,300.5,TRUE,FALSE
The Last Airbender,2010,PG,103,"Action, Adventure, Family",6,131.6,TRUE,FALSE
Joan Rivers: A Piece of Work,2010,R,84,"Documentary, Biography, Comedy",91,2.9,TRUE,FALSE
Predators,2010,R,107,"Action, Adventure, Sci-Fi",64,52,TRUE,FALSE
Despicable Me,2010,PG,95,"Animation, Comedy, Family",81,251.5,TRUE,FALSE
The Sorcerer's Apprentice,2010,PG,109,"Action, Adventure, Comedy",41,63.1,TRUE,FALSE
Winter's Bone,2010,R,100,Drama,94,6.5,TRUE,FALSE
Cyrus,2010,R,91,"Comedy, Drama, Romance",80,7.5,FALSE,FALSE
Inception,2010,PG-13,148,"Action, Mystery, Sci-Fi",86,292.6,TRUE,TRUE
Standing Ovation,2010,PG,105,Musical,6,0.5,FALSE,FALSE
Salt,2010,PG-13,100,"Action, Crime, Mystery",62,118.3,TRUE,FALSE
Ramona and Beezus,2010,G,103,"Adventure, Comedy, Family",70,26.2,TRUE,FALSE
Cats & Dogs: The Revenge of Kitty Galore,2010,PG,82,"Action, Comedy, Family",14,43.6,FALSE,TRUE
The Kids Are All Right,2010,R,106,"Comedy, Drama",93,20.8,TRUE,FALSE
Charlie St. Cloud,2010,PG-13,99,"Drama, Fantasy, Romance",27,31.1,FALSE,TRUE
Dinner for Schmucks,2010,PG-13,114,Comedy,42,73,FALSE,FALSE
The Other Guys,2010,PG-13,107,"Action, Comedy, Crime",79,119.2,TRUE,FALSE
Twelve,2010,R,93,"Action, Crime, Drama",3,0.2,FALSE,TRUE
Step Up 3D,2010,PG-13,107,"Drama, Music, Romance",46,42.4,FALSE,FALSE
Restrepo,2010,R,93,"Documentary, War",96,1.3,TRUE,FALSE
The Wildest Dream,2010,PG,94,"Documentary, Adventure, Biography",76,0.9,TRUE,FALSE
Scott Pilgrim vs. the World,2010,PG-13,112,"Action, Comedy, Fantasy",82,31.5,TRUE,TRUE
The Expendables,2010,R,103,"Action, Adventure, Thriller",41,103,TRUE,FALSE
Eat Pray Love,2010,PG-13,133,"Drama, Romance",36,80.6,TRUE,FALSE
Vampires Suck,2010,PG-13,82,Comedy,5,36.7,FALSE,FALSE
Lottery Ticket,2010,PG-13,99,Comedy,34,24.7,FALSE,FALSE
Nanny McPhee Returns,2010,PG,109,"Comedy, Family, Fantasy",76,29,TRUE,TRUE
The Switch,2010,PG-13,101,"Comedy, Drama, Romance",51,27.8,FALSE,FALSE
Piranha 3D,2010,R,88,"Comedy, Horror",73,25,TRUE,FALSE
Howl,2010,R,84,"Biography, Drama",63,0.6,TRUE,FALSE
Takers,2010,PG-13,107,"Action, Crime, Thriller",28,57.7,TRUE,FALSE
The Last Exorcism,2010,PG-13,87,"Drama, Horror, Thriller",72,41,TRUE,TRUE
The American,2010,R,105,"Crime, Drama, Thriller",66,35.6,FALSE,TRUE
Machete,2010,R,105,"Action, Crime, Thriller",72,26.6,TRUE,FALSE
Freakonomics,2010,PG-13,85,Documentary,65,0.1,FALSE,FALSE
Going the Distance,2010,R,102,"Comedy, Romance",53,17.8,FALSE,FALSE
Legendary,2010,PG-13,107,"Drama, Sport",17,0.2,FALSE,FALSE
Flipped,2010,PG,90,"Comedy, Drama, Romance",55,1.8,TRUE,FALSE
Resident Evil: Afterlife,2010,R,97,"Action, Adventure, Horror",23,60.1,TRUE,TRUE
I'm Still Here,2010,R,108,"Comedy, Drama, Music",53,0.4,TRUE,FALSE
Alpha and Omega,2010,PG,88,"Animation, Adventure, Comedy",16,25.1,FALSE,TRUE
The Town,2010,R,125,"Crime, Drama, Thriller",93,92.2,TRUE,FALSE
Easy A,2010,PG-13,92,"Comedy, Romance",85,58.4,TRUE,FALSE
The Virginity Hit,2010,R,86,Comedy,29,0.5,FALSE,FALSE
Legend of the Guardians: The Owls of Ga'Hoole,2010,PG,97,"Animation, Adventure, Fantasy",50,55.7,TRUE,TRUE
Wall Street: Money Never Sleeps,2010,PG-13,133,Drama,55,52.5,TRUE,FALSE
You Again,2010,PG,105,"Comedy, Romance",17,25.7,TRUE,FALSE
The Social Network,2010,PG-13,120,"Biography, Drama",96,96.9,TRUE,FALSE
Let Me In,2010,R,116,"Drama, Horror, Mystery",88,12.1,TRUE,TRUE
Catfish,2010,PG-13,87,Documentary,80,3.2,TRUE,FALSE
It's Kind of a Funny Story,2010,PG-13,101,"Comedy, Drama, Romance",58,6.4,FALSE,FALSE
Life as We Know It,2010,PG-13,114,"Comedy, Drama, Romance",28,53.4,FALSE,FALSE
As Good as Dead,2010,R,100,"Crime, Thriller",0,0.0015,FALSE,FALSE
My Soul to Take,2010,R,107,"Horror, Mystery, Thriller",9,14.6,FALSE,FALSE
Ghetto Physics,2010,R,94,Drama,42,0.0101,FALSE,FALSE
Secretariat,2010,PG,123,"Drama, Family, History",64,59.7,TRUE,FALSE
Never Let Me Go,2010,R,103,"Drama, Romance, Sci-Fi",71,2.4,TRUE,TRUE
Under the Boardwalk: The Monopoly Story,2010,G,88,"Documentary, History, Sport",85,0.0051,TRUE,FALSE
Jackass 3D,2010,R,94,"Documentary, Action, Comedy",65,117.2,TRUE,FALSE
RED,2010,PG-13,111,"Action, Comedy, Crime",71,90.4,TRUE,FALSE
Buried,2010,R,95,"Drama, Mystery, Thriller",87,1,TRUE,TRUE
I Want Your Money,2010,PG,92,Documentary,0,0.4,FALSE,FALSE
Exporting Raymond,2010,PG,86,"Documentary, Comedy",71,0.0839,FALSE,TRUE
Hereafter,2010,PG-13,129,"Drama, Fantasy",46,32.7,TRUE,FALSE
Paranormal Activity 2,2010,R,91,Horror,58,84.7,TRUE,FALSE
You Will Meet a Tall Dark Stranger,2010,R,98,"Comedy, Drama, Romance",46,3.2,TRUE,TRUE
Stone,2010,R,105,"Drama, Thriller",50,1.8,FALSE,FALSE
Waiting for 'Superman',2010,PG,111,Documentary,89,6.4,TRUE,FALSE
Saw 3D: The Final Chapter,2010,R,90,"Horror, Mystery",9,45.7,FALSE,TRUE
Hatchet II,2010,R,85,"Comedy, Horror, Thriller",36,0.0526,FALSE,FALSE
Conviction,2010,R,107,"Biography, Drama",67,6.8,TRUE,FALSE
Due Date,2010,R,95,Comedy,40,100.4,FALSE,FALSE
For Colored Girls,2010,R,133,Drama,32,37.7,TRUE,FALSE
Megamind,2010,PG,95,"Animation, Action, Comedy",72,148.2,TRUE,FALSE
Morning Glory,2010,PG-13,107,"Comedy, Drama, Romance",56,31,FALSE,FALSE
Inside Job,2010,PG-13,105,"Documentary, Crime",98,4.3,TRUE,FALSE
Senna,2010,PG-13,106,"Documentary, Biography, Sport",92,1.6,TRUE,TRUE
Skyline,2010,PG-13,97,"Action, Sci-Fi, Thriller",15,12,FALSE,FALSE
Unstoppable,2010,PG-13,98,"Action, Thriller",86,81.6,TRUE,FALSE
Brotherhood,2010,R,76,"Crime, Drama, Thriller",54,0.0195,TRUE,FALSE
Queen of the Lot,2010,R,120,"Comedy, Drama",29,0.2,FALSE,FALSE
The Way,2010,PG-13,123,"Adventure, Comedy, Drama",82,4.4,FALSE,TRUE
Harry Potter and the Deathly Hallows: Part 1,2010,PG-13,146,"Adventure, Family, Fantasy",78,295,TRUE,TRUE
The Next Three Days,2010,PG-13,133,"Crime, Drama, Romance",52,21.1,FALSE,TRUE
Tangled,2010,PG,100,"Animation, Comedy, Family",90,200.8,TRUE,FALSE
Burlesque,2010,PG-13,119,"Drama, Music, Romance",36,39.4,TRUE,FALSE
Faster,2010,R,98,"Action, Crime, Drama",43,23.2,FALSE,FALSE
Love & Other Drugs,2010,R,112,"Comedy, Drama, Romance",49,32.4,TRUE,FALSE
London Boulevard,2010,R,103,"Crime, Drama",33,0.0105,FALSE,TRUE
Night Catches Us,2010,R,90,"Drama, Romance",81,0.0753,TRUE,FALSE
Fair Game,2010,PG-13,108,"Biography, Drama, Thriller",79,9.5,TRUE,TRUE
Tucker and Dale vs. Evil,2010,R,89,"Comedy, Horror",84,0.2,TRUE,TRUE
All Good Things,2010,R,101,"Crime, Drama, Mystery",33,0.6,FALSE,FALSE
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,PG,113,"Adventure, Family, Fantasy",49,104.4,TRUE,FALSE
The Tourist,2010,PG-13,103,"Action, Romance, Thriller",20,67.6,TRUE,TRUE
How Do You Know,2010,PG-13,121,"Comedy, Drama, Romance",32,30.2,FALSE,FALSE
The Fighter,2010,R,116,"Biography, Drama, Sport",91,93.6,TRUE,FALSE
TRON: Legacy,2010,PG,125,"Action, Adventure, Fantasy",51,172.1,TRUE,FALSE
Black Swan,2010,R,108,"Drama, Mystery, Thriller",87,107,TRUE,FALSE
Yogi Bear,2010,PG,80,"Animation, Adventure, Comedy",13,100.2,TRUE,TRUE
Little Fockers,2010,PG-13,98,"Comedy, Romance",10,148.4,TRUE,FALSE
True Grit,2010,PG-13,110,"Adventure, Drama, Western",96,171,TRUE,FALSE
Holy Rollers,2010,R,89,"Biography, Crime, Drama",51,0.3,TRUE,FALSE
Gulliver's Travels,2010,PG,85,"Adventure, Comedy, Family",21,42.8,FALSE,FALSE
The King's Speech,2010,R,118,"Biography, Drama, History",94,138.8,TRUE,TRUE
The Last Godfather,2010,PG-13,100,Comedy,0,0.2,FALSE,TRUE
Jack Goes Boating,2010,R,89,"Comedy, Drama, Romance",68,0.5,TRUE,FALSE
Love Ranch,2010,R,117,"Comedy, Drama, Romance",12,0.1,TRUE,TRUE
The Tempest,2010,PG-13,110,"Comedy, Drama, Fantasy",30,0.3,TRUE,FALSE
Country Strong,2010,PG-13,117,"Drama, Music",22,20.2,TRUE,FALSE
Henry's Crime,2010,R,108,"Comedy, Crime, Drama",40,0.1,FALSE,FALSE
I Spit on Your Grave,2010,R,108,"Crime, Horror, Thriller",34,0.0924,TRUE,FALSE
The Way Back,2010,PG-13,133,"Adventure, Drama, History",74,2.7,TRUE,TRUE
Somewhere,2010,R,97,"Comedy, Drama",71,1.8,TRUE,TRUE
The Extra Man,2010,R,108,Comedy,42,0.5,FALSE,TRUE
Rabbit Hole,2010,PG-13,91,Drama,86,2.2,TRUE,FALSE
127 Hours,2010,R,94,"Adventure, Biography, Drama",93,18.3,TRUE,TRUE
Waiting for Forever,2010,PG-13,95,"Drama, Romance",6,0.021,TRUE,FALSE
Vanishing on 7th Street,2010,R,92,"Horror, Mystery, Thriller",50,0.0222,FALSE,FALSE
The Company Men,2010,R,104,Drama,67,4.4,TRUE,TRUE
Last Night,2010,R,93,"Drama, Romance",50,0.1,FALSE,TRUE
The Grace Card,2010,PG-13,101,Drama,35,2.4,TRUE,FALSE
Happythankyoumoreplease,2010,R,100,"Comedy, Drama, Romance",40,0.2,TRUE,FALSE
Client 9: The Rise and Fall of Eliot Spitzer,2010,R,117,Documentary,91,0.2,FALSE,FALSE
Submarine,2010,R,97,"Comedy, Drama, Romance",86,0.5,TRUE,TRUE
Peep World,2010,R,79,"Comedy, Drama",23,0.0109,FALSE,FALSE
The 5th Quarter,2010,PG,90,"Biography, Drama, Sport",50,0.4,TRUE,FALSE
Insidious,2010,PG-13,103,"Drama, Horror, Mystery",66,54,TRUE,TRUE
Road to Nowhere,2010,R,121,"Romance, Thriller",80,0.0403,FALSE,FALSE
Meek's Cutoff,2010,PG,104,"Drama, Western",85,1,TRUE,FALSE
The Conspirator,2010,PG-13,122,"Crime, Drama, History",55,11.5,TRUE,FALSE
Trust,2010,R,106,"Crime, Drama, Thriller",78,0.1,TRUE,FALSE
Dylan Dog: Dead of Night,2010,PG-13,107,"Comedy, Horror, Mystery",8,1.2,FALSE,FALSE
Sympathy for Delicious,2010,R,96,Drama,29,0.0131,TRUE,FALSE
Harvest,2010,R,102,Drama,73,0.0241,TRUE,FALSE
The Perfect Host,2010,R,93,"Comedy, Crime, Thriller",44,0.0483,TRUE,FALSE
Skateland,2010,PG-13,96,Drama,38,0.0111,FALSE,FALSE
Bloodworth,2010,R,105,"Drama, Romance",50,0.0096,FALSE,FALSE
Cost of a Soul,2010,R,107,"Crime, Drama",27,0.0254,FALSE,FALSE
Cool It,2010,PG,87,Documentary,51,0.0627,FALSE,FALSE
Rejoice and Shout,2010,PG,115,Documentary,76,0.1,FALSE,FALSE
Beginners,2010,R,105,"Comedy, Drama, Romance",84,5.8,TRUE,FALSE
Super,2010,R,96,"Comedy, Crime",48,0.3,TRUE,FALSE
Wrecked,2010,R,91,"Adventure, Drama, Mystery",46,0.0048,FALSE,TRUE
Ceremony,2010,R,89,"Comedy, Romance",40,0.0217,FALSE,FALSE
Stake Land,2010,R,98,"Drama, Horror, Sci-Fi",75,0.0185,TRUE,FALSE
Countdown to Zero,2010,PG,91,Documentary,81,0.3,FALSE,FALSE
Cherry,2010,R,99,"Comedy, Drama",60,0.0111,FALSE,FALSE
The First Grader,2010,PG-13,103,"Biography, Drama",59,0.3,TRUE,TRUE
Hesher,2010,R,106,Drama,54,0.4,TRUE,FALSE
Amigo,2010,R,124,"Drama, War",62,0.2,TRUE,FALSE
Dirty Girl,2010,R,90,"Comedy, Drama",27,0.0536,FALSE,FALSE
A Little Help,2010,R,109,"Comedy, Drama, Romance",41,0.0858,TRUE,FALSE
Don't Be Afraid of the Dark,2010,R,99,"Fantasy, Horror, Thriller",58,24,TRUE,TRUE
Cave of Forgotten Dreams,2010,G,90,"Documentary, History",96,5.2,TRUE,TRUE
The Debt,2010,R,113,"Drama, Thriller",77,31.1,TRUE,TRUE
Everything Must Go,2010,R,97,"Comedy, Drama",75,2.7,FALSE,FALSE
The Whistleblower,2010,R,112,"Action, Biography, Crime",74,1.1,TRUE,TRUE
Beautiful Boy,2010,R,100,Drama,69,0.0772,TRUE,TRUE
Tabloid,2010,R,87,Documentary,91,0.7,TRUE,FALSE
Welcome to the Rileys,2010,R,110,Drama,55,0.2,TRUE,TRUE
Vidal Sassoon: The Movie,2010,PG,90,Documentary,59,0.0852,FALSE,FALSE
I Kissed a Vampire,2010,PG,91,Musical,0,0.0014,FALSE,FALSE
Virginia,2010,R,111,Drama,4,0.0111,FALSE,FALSE
Main Street,2010,PG,92,Drama,13,0.0016,FALSE,FALSE
High School,2010,R,99,Comedy,27,0.0827,FALSE,FALSE
Morning,2010,R,95,Drama,45,0.0029,FALSE,FALSE
Radio Free Albemuth,2010,R,111,"Drama, Sci-Fi",36,0.2,FALSE,FALSE
Bringing Up Bobby,2011,PG-13,93,Comedy,17,0.005,FALSE,TRUE
The Details,2011,R,91,"Comedy, Drama",46,0.0636,FALSE,FALSE
The Last Mountain,2011,PG,95,Documentary,80,0.1,TRUE,FALSE
Gun Hill Road,2011,R,86,Drama,62,0.1,TRUE,FALSE
Restless City,2011,R,80,"Drama, Music",45,0.0081,FALSE,FALSE
Season of the Witch,2011,PG-13,95,"Action, Adventure, Fantasy",9,24.8,FALSE,FALSE
Down the Shore,2011,R,93,"Drama, Romance, Thriller",50,0.0048,FALSE,FALSE
The Dilemma,2011,PG-13,111,"Comedy, Drama",24,48.4,FALSE,FALSE
The Green Hornet,2011,PG-13,119,"Action, Comedy, Crime",43,98.8,TRUE,FALSE
Pariah,2011,R,86,Drama,93,0.8,TRUE,FALSE
"Connected: An Autoblogography About Love, Death & Technology",2011,PG,82,Documentary,36,0.0133,TRUE,FALSE
No Strings Attached,2011,R,108,"Comedy, Romance",48,70.6,TRUE,FALSE
Little Birds,2011,R,94,Drama,53,0.0166,TRUE,FALSE
Thin Ice,2011,R,93,"Comedy, Crime, Drama",69,0.8,FALSE,FALSE
Life in a Day,2011,PG-13,95,"Documentary, Drama",80,0.2,TRUE,TRUE
The Rite,2011,PG-13,114,"Drama, Horror, Mystery",21,33,TRUE,TRUE
The Mechanic,2011,R,93,"Action, Crime, Thriller",53,29.1,FALSE,FALSE
From Prada to Nada,2011,PG-13,107,"Comedy, Drama, Romance",21,3,TRUE,TRUE
The Roommate,2011,PG-13,91,"Drama, Horror, Thriller",4,37.3,FALSE,FALSE
Sanctum,2011,R,108,"Adventure, Drama, Thriller",30,23.1,TRUE,TRUE
Justin Bieber: Never Say Never,2011,G,105,"Documentary, Music",64,73,TRUE,FALSE
Gnomeo & Juliet,2011,G,84,"Animation, Comedy, Family",55,99.8,TRUE,TRUE
Just Go with It,2011,PG-13,117,"Comedy, Romance",19,103,TRUE,FALSE
The Eagle,2011,PG-13,114,"Adventure, Drama",39,19.5,FALSE,TRUE
The Last Lions,2011,PG,88,"Documentary, Family",87,0.6,TRUE,TRUE
"Big Mommas: Like Father, Like Son",2011,PG-13,107,"Action, Comedy, Crime",5,37.9,FALSE,FALSE
I Am Number Four,2011,PG-13,109,"Action, Adventure, Sci-Fi",33,55.1,TRUE,FALSE
Hall Pass,2011,R,105,"Comedy, Romance",34,45,FALSE,FALSE
Drive Angry,2011,R,104,"Action, Comedy, Fantasy",45,10.7,TRUE,FALSE
Elevate,2011,PG,81,Documentary,73,0.0035,FALSE,FALSE
Take Me Home Tonight,2011,R,97,"Comedy, Drama, Romance",28,6.9,FALSE,TRUE
The Adjustment Bureau,2011,PG-13,106,"Romance, Sci-Fi, Thriller",72,62.5,TRUE,FALSE
Beastly,2011,PG-13,86,"Drama, Fantasy, Romance",21,27.9,TRUE,FALSE
Rango,2011,PG,107,"Animation, Adventure, Comedy",87,123.2,TRUE,FALSE
Battle Los Angeles,2011,PG-13,116,"Action, Sci-Fi",35,83.5,TRUE,FALSE
Red Riding Hood,2011,PG-13,100,"Fantasy, Horror, Mystery",10,37.7,FALSE,TRUE
Mars Needs Moms,2011,PG,88,"Animation, Action, Adventure",37,21.4,FALSE,FALSE
The FP,2011,R,82,Comedy,48,0.0406,FALSE,FALSE
American Animal,2011,R,95,"Comedy, Drama",59,0.0059,FALSE,FALSE
Limitless,2011,PG-13,105,"Mystery, Sci-Fi, Thriller",70,79.2,TRUE,FALSE
The Lincoln Lawyer,2011,R,118,"Crime, Drama, Thriller",83,58,FALSE,FALSE
Cedar Rapids,2011,R,87,Comedy,86,6.9,TRUE,FALSE
Paul,2011,R,104,"Adventure, Comedy, Sci-Fi",71,37.4,TRUE,TRUE
There Be Dragons,2011,PG-13,122,"Biography, Drama, War",11,1.1,FALSE,TRUE
Sucker Punch,2011,PG-13,110,"Action, Adventure, Fantasy",23,36.4,TRUE,TRUE
Diary of a Wimpy Kid: Rodrick Rules,2011,PG,99,"Comedy, Family",48,52.7,TRUE,FALSE
Source Code,2011,PG-13,93,"Mystery, Sci-Fi, Thriller",92,54.7,TRUE,TRUE
Hop,2011,PG,95,"Animation, Adventure, Comedy",25,108,FALSE,FALSE
Restless,2011,PG-13,91,"Drama, Romance",36,0.2,FALSE,FALSE
Your Highness,2011,R,102,"Adventure, Comedy, Fantasy",27,21.6,TRUE,FALSE
Hanna,2011,PG-13,111,"Action, Adventure, Thriller",71,40.2,TRUE,TRUE
Arthur,2011,PG-13,110,"Comedy, Romance",26,33,TRUE,FALSE
Born to Be Wild,2011,G,40,"Documentary, Short, Adventure",98,24.2,TRUE,FALSE
Soul Surfer,2011,PG,106,"Biography, Drama, Sport",46,43.9,TRUE,FALSE
Scream 4,2011,R,111,"Horror, Mystery",59,38.2,TRUE,FALSE
Rio,2011,G,96,"Animation, Adventure, Comedy",72,143.6,TRUE,FALSE
Atlas Shrugged: Part I,2011,PG-13,97,"Drama, Mystery, Sci-Fi",11,4.6,TRUE,FALSE
Win Win,2011,R,106,"Comedy, Drama, Sport",94,10.2,TRUE,FALSE
New York Says Thank You,2011,G,86,Documentary,0,0.5,FALSE,FALSE
Madea's Big Happy Family,2011,PG-13,106,"Comedy, Drama",38,53.3,TRUE,FALSE
Jane Eyre,2011,PG-13,120,"Drama, Romance",84,11.2,TRUE,TRUE
African Cats,2011,G,89,"Documentary, Adventure",71,15.4,FALSE,FALSE
Water for Elephants,2011,PG-13,120,"Drama, Romance",60,58.7,TRUE,FALSE
The Perfect Family,2011,PG-13,84,"Comedy, Drama",48,0.1,FALSE,FALSE
Fast Five,2011,PG-13,131,"Action, Crime, Thriller",78,209.8,TRUE,FALSE
Hoodwinked Too! Hood vs. Evil,2011,PG,86,"Animation, Comedy, Family",11,10.1,TRUE,FALSE
Prom,2011,PG,104,"Comedy, Drama",36,10.1,FALSE,FALSE
Balls to the Wall,2011,R,85,Comedy,0,0.0031,FALSE,FALSE
InSight,2011,R,92,"Drama, Mystery, Thriller",0,0.017,FALSE,FALSE
"Wild Horse, Wild Ride",2011,PG,106,"Documentary, Western",93,0.0946,TRUE,FALSE
Jumping the Broom,2011,PG-13,112,"Comedy, Drama",56,37.3,TRUE,FALSE
Thor,2011,PG-13,115,"Action, Adventure, Fantasy",77,181,TRUE,FALSE
Priest,2011,PG-13,87,"Action, Fantasy, Horror",16,29.1,FALSE,FALSE
Bridesmaids,2011,R,125,"Comedy, Romance",90,169.1,TRUE,FALSE
The Tree of Life,2011,PG-13,139,"Drama, Fantasy",84,13.3,TRUE,FALSE
The Beaver,2011,PG-13,91,Drama,61,1,TRUE,TRUE
35 and Ticking,2011,R,104,"Comedy, Romance",0,0.1,FALSE,FALSE
Pirates of the Caribbean: On Stranger Tides,2011,PG-13,136,"Action, Adventure, Fantasy",33,241.1,TRUE,TRUE
The Ledge,2011,R,101,"Drama, Thriller",14,0.0052,FALSE,TRUE
Kung Fu Panda 2,2011,PG,91,"Animation, Action, Adventure",81,165.2,TRUE,FALSE
The Hangover Part II,2011,R,102,Comedy,34,254.5,TRUE,FALSE
X-Men: First Class,2011,PG-13,132,"Action, Adventure, Sci-Fi",87,146.4,TRUE,TRUE
5 Days of War,2011,R,113,"Action, Drama, War",33,0.0172,FALSE,FALSE
Judy Moody and the Not Bummer Summer,2011,PG,91,"Comedy, Family",19,15,TRUE,FALSE
Super 8,2011,PG-13,112,"Mystery, Sci-Fi, Thriller",82,127,TRUE,FALSE
Midnight in Paris,2011,PG-13,94,"Comedy, Romance",93,56.8,TRUE,TRUE
Green Lantern,2011,PG-13,114,"Action, Adventure, Romance",26,116.6,TRUE,FALSE
Mr. Popper's Penguins,2011,PG,94,"Comedy, Family, Fantasy",48,68.2,TRUE,FALSE
The Art of Getting By,2011,PG-13,83,"Drama, Romance",18,1.4,TRUE,FALSE
Bad Teacher,2011,R,92,Comedy,44,100.3,TRUE,FALSE
"Love, Wedding, Marriage",2011,PG-13,90,Comedy,0,0.0014,FALSE,FALSE
Snow Flower and the Secret Fan,2011,PG-13,120,"Drama, History",21,1.3,TRUE,TRUE
Cars 2,2011,G,106,"Animation, Adventure, Comedy",39,191.5,TRUE,FALSE
Transformers: Dark of the Moon,2011,PG-13,154,"Action, Adventure, Sci-Fi",35,352.4,TRUE,FALSE
Monte Carlo,2011,PG,109,"Adventure, Comedy, Romance",38,23.2,FALSE,TRUE
Larry Crowne,2011,PG-13,98,"Comedy, Drama, Romance",36,35.6,FALSE,FALSE
Zookeeper,2011,PG,102,"Comedy, Family, Romance",14,80.4,TRUE,FALSE
Horrible Bosses,2011,R,98,"Comedy, Crime",69,117.5,TRUE,FALSE
The Son of No One,2011,R,90,"Crime, Drama, Thriller",16,0.0289,FALSE,FALSE
Salvation Boulevard,2011,R,96,"Action, Comedy, Drama",21,0.0274,FALSE,FALSE
Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,"Adventure, Fantasy, Mystery",96,381,TRUE,TRUE
Winnie the Pooh,2011,G,63,"Animation, Adventure, Comedy",90,26.7,TRUE,FALSE
Friends with Benefits,2011,R,109,"Comedy, Romance",70,55.8,FALSE,FALSE
Captain America: The First Avenger,2011,PG-13,124,"Action, Adventure, Sci-Fi",79,176.6,TRUE,FALSE
A Better Life,2011,PG-13,98,Drama,85,1.8,TRUE,FALSE
Cowboys & Aliens,2011,PG-13,119,"Action, Sci-Fi, Thriller",44,100.2,TRUE,FALSE
"Crazy, Stupid, Love.",2011,PG-13,118,"Comedy, Drama, Romance",78,84.3,TRUE,FALSE
The Smurfs,2011,PG,103,"Animation, Adventure, Comedy",22,142.6,TRUE,FALSE
The Change-Up,2011,R,112,Comedy,25,37,FALSE,FALSE
Magic Trip,2011,R,107,Documentary,69,0.2,FALSE,FALSE
Rise of the Planet of the Apes,2011,PG-13,105,"Action, Drama, Sci-Fi",82,176.7,TRUE,FALSE
The Help,2011,PG-13,146,Drama,76,169.7,TRUE,TRUE
Project Nim,2011,PG-13,93,Documentary,98,0.4,TRUE,TRUE
Glee: The 3D Concert Movie,2011,PG,84,"Documentary, Music",60,11.9,FALSE,FALSE
30 Minutes or Less,2011,R,83,"Action, Comedy, Crime",44,37.1,FALSE,TRUE
Final Destination 5,2011,R,92,"Horror, Thriller",61,42.6,TRUE,TRUE
The Future,2011,R,91,"Comedy, Drama, Sci-Fi",71,0.6,FALSE,TRUE
Conan O'Brien Can't Stop,2011,R,89,"Documentary, Comedy, Music",80,0.3,FALSE,FALSE
Spy Kids: All the Time in the World in 4D,2011,PG,89,"Action, Adventure, Comedy",22,38.5,FALSE,FALSE
Conan the Barbarian,2011,R,113,"Action, Adventure, Fantasy",24,21.3,FALSE,FALSE
One Day,2011,PG-13,107,"Drama, Romance",36,13.8,FALSE,TRUE
Fright Night,2011,R,106,"Comedy, Horror",72,18.3,TRUE,FALSE
The Greatest Movie Ever Sold,2011,PG-13,90,"Documentary, Comedy",73,0.6,TRUE,FALSE
Higher Ground,2011,R,109,Drama,81,0.8,TRUE,FALSE
The Family Tree,2011,R,87,"Comedy, Drama",10,0.0037,FALSE,TRUE
Colombiana,2011,PG-13,108,"Action, Crime, Drama",27,36.7,TRUE,TRUE
Our Idiot Brother,2011,R,90,"Comedy, Drama",67,24.8,FALSE,FALSE
Seeking Justice,2011,R,105,"Action, Drama, Thriller",27,0.4,FALSE,FALSE
Shark Night 3D,2011,PG-13,90,"Horror, Thriller",17,18.9,TRUE,FALSE
Apollo 18,2011,PG-13,86,"Horror, Mystery, Sci-Fi",24,17.7,TRUE,TRUE
Seven Days in Utopia,2011,G,100,"Drama, Sport",14,4.4,FALSE,FALSE
Bucky Larson: Born to Be a Star,2011,R,97,Comedy,0,2.3,TRUE,FALSE
Contagion,2011,PG-13,106,"Drama, Sci-Fi, Thriller",84,75.6,TRUE,TRUE
Warrior,2011,PG-13,140,"Drama, Sport",83,13.7,TRUE,FALSE
Creature,2011,R,93,Horror,11,0.3,FALSE,FALSE
I Don't Know How She Does It,2011,PG-13,89,Comedy,17,9.7,TRUE,FALSE
Straw Dogs,2011,R,110,"Horror, Thriller",41,10.3,FALSE,FALSE
Drive,2011,R,100,"Crime, Drama",93,35.1,TRUE,FALSE
Answers to Nothing,2011,R,124,"Drama, Mystery",9,0.022,FALSE,FALSE
A Bird of the Air,2011,PG-13,108,"Drama, Romance",30,0.0102,FALSE,FALSE
Abduction,2011,PG-13,106,"Action, Mystery, Thriller",4,28.1,TRUE,FALSE
Dolphin Tale,2011,PG,113,"Drama, Family",82,72.3,TRUE,FALSE
Moneyball,2011,PG-13,133,"Biography, Drama, Sport",95,75.6,TRUE,FALSE
